country,countryCode,city,isp,org,as,query,valid
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,5.45.122.10,True
Estonia,EE,Tallinn,OC NETWORKS LIMITED,1Cent Host,AS209693 OC NETWORKS LIMITED,144.31.170.231,True
Estonia,EE,Tallinn,IT-Develop DOO,IT-Develop DOO,AS211211 IT-Develop DOO,209.131.70.96,True
Estonia,EE,Tallinn,BlueVPS OU,Host Telecom LTD,AS62005 BlueVPS OU,45.83.180.176,True
Estonia,EE,Tallinn,Aktsiaselts WaveCom,EE Wavecom,AS34702 Aktsiaselts WaveCom,46.22.211.155,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,5.101.179.212,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,46.36.219.229,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,159.253.18.70,True
Estonia,EE,Tallinn,OC NETWORKS LIMITED,1Cent Host,AS209693 OC NETWORKS LIMITED,95.85.245.152,True
Estonia,EE,Tallinn,OC NETWORKS LIMITED,1Cent Host,AS209693 OC NETWORKS LIMITED,64.188.78.84,True
Estonia,EE,Viimsi,Telia Eesti AS,,AS3249 Telia Eesti AS,88.196.246.148,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,5.101.126.33,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,159.253.18.231,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,46.36.221.147,True
Estonia,EE,Tallinn,OC NETWORKS LIMITED,1Cent Host,AS209693 OC NETWORKS LIMITED,77.239.126.75,True
Estonia,EE,Tallinn,Brainoza OU,Brainoza OU,AS214790 Brainoza OU,5.189.254.168,True
Estonia,EE,Tallinn,OC NETWORKS LIMITED,1Cent Host,AS209693 OC NETWORKS LIMITED,95.85.243.194,True
Estonia,EE,Tallinn,Aktsiaselts WaveCom,3NT SOLUTIONS LLP,AS34702 Aktsiaselts WaveCom,38.180.248.167,True
Estonia,EE,Tallinn,HostSlim B.V.,HostPapa,AS207083 HostSlim B.V.,69.12.83.246,True
Estonia,EE,Tallinn,BlueVPS OU,Host-World OU,AS62005 BlueVPS OU,5.42.221.160,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,5.45.120.94,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,5.45.114.210,True
Estonia,EE,Tallinn,OC NETWORKS LIMITED,1Cent Host,AS209693 OC NETWORKS LIMITED,87.121.86.4,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,46.36.216.110,True
Estonia,EE,Tallinn,IT-Develop DOO,IT-Develop DOO,AS211211 IT-Develop DOO,193.42.112.44,True
Estonia,EE,Tallinn,OC NETWORKS LIMITED,1Cent Host,AS209693 OC NETWORKS LIMITED,95.85.249.28,True
Estonia,EE,Tallinn,IT-Develop DOO,IT-Develop DOO,AS211211 IT-Develop DOO,209.131.70.198,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,46.36.220.183,True
Estonia,EE,Jõhvi,PAGM network,Hosting Services,AS198068 P.A.G.M. OU,5.101.180.19,True
