country,countryCode,city,isp,org,as,query,valid
Hong Kong,HK,Hong Kong,WorkTitans B.V.,WorkTitans B.V,AS209847 WorkTitans B.V.,74.119.193.244,True
Hong Kong,HK,Hong Kong,CoreNET Inc.,NetPilot Limited,AS976 CoreNET Inc.,103.118.42.16,True
Hong Kong,HK,Hong Kong,Alibaba.com LLC,ALICLOUD-HK,"AS45102 Alibaba (US) Technology Co., Ltd.",47.90.8.168,True
Hong Kong,HK,Hong Kong,MoeChuang Network Limited,,AS215672 MoeChuang Network Limited,141.11.219.60,True
Hong Kong,HK,Kwai Chung,West263 International Limited,Zhongya PTE LTD,AS139021 West263 International Limited,103.43.191.121,True
Hong Kong,HK,Hong Kong,NetLab Global,NetLab Global,AS979 NetLab Global,38.22.94.56,True
Hong Kong,HK,Hong Kong,Microsoft Corporation,Microsoft Azure Cloud (eastasia),AS8075 Microsoft Corporation,65.52.160.128,True
Hong Kong,HK,Hong Kong,CoreNET Inc.,NetPilot Limited,AS976 CoreNET Inc.,103.118.42.99,True
Hong Kong,HK,Hong Kong,Coop Norge AS,Bitsflowcloud LTD,AS203090 BITSFLOWCLOUD LTD,216.23.92.145,True
Hong Kong,HK,Sheung Wan,I LAYER LIMITED,I Layer Limited,AS401701 cognetcloud INC,103.116.247.89,True
Hong Kong,HK,Hong Kong,Alibaba Cloud LLC,Alibaba Cloud - HK,"AS45102 Alibaba (US) Technology Co., Ltd.",47.239.4.246,True
Hong Kong,HK,Yau Tong,WorkTitans B.V.,Adcdata Limited,AS209847 WorkTitans B.V.,194.156.99.182,True
Hong Kong,HK,Hong Kong,Maxwell Telecom LLC,Maxwell Telecom LLC,AS62711 Maxwell Telecom LLC,23.175.201.2,True
Hong Kong,HK,Hong Kong,Cogent Communications,PEG TECH INC,AS139659 LUCIDACLOUD LIMITED,38.55.193.35,True
