country,countryCode,city,isp,org,as,query,valid
Romania,RO,Bucharest,Interkvm Host SRL,ZetServers Italy,AS25198 ZetServers,85.204.107.13,True
Romania,RO,Văleni,Bunea TELECOM SRL,Pptechnology Limited,AS35478 Bunea TELECOM SRL,45.134.48.53,True
Romania,RO,Iași,MivoCloud SRL,MivoCloud SRL,AS39798 MivoCloud SRL,5.252.178.146,True
Romania,RO,Bucharest,Interkvm Host SRL,ZetServers Italy,AS25198 ZetServers,85.204.107.41,True
Romania,RO,Bucharest,WorkTitans B.V.,WorkTitans B.V,AS209847 WorkTitans B.V.,45.67.34.89,True
Romania,RO,Bucharest,Interkvm Host SRL,Interkvm Host SRL,AS25198 ZetServers,93.114.194.185,True
Romania,RO,Bucharest,Interkvm Host SRL,ZetServers Italy,AS25198 ZetServers,85.204.107.39,True
Romania,RO,Bucharest,Interkvm Host SRL,ZetServers Italy,AS25198 ZetServers,85.204.107.40,True
